L67.1	163.5	113	102.2	90
L67.2	151.3	105.5	175.9	81.4
L68	96.3	101.8	165.6	76.4
L69	159.8	107.8	98.1	84.2
L70	163.7	110.4	102	88.5
L71	153.8	99.4	95.6	85.1
L72.1	96.7	97.2	156.9	73.1
L72.2	162.3	109.6	150	89.8
L73.1	137	99.6	163.2	78.9
L73.2	153.8	103.8	99.5	82.5
L74	151.5	101.9	95.4	83.5
L75	141.4	99.6	154	80.6
L76.2	161.2	106.4	151.9	88.1
L77.1	146.8	101.3	173.3	79.8
L77.2	152	102.5	99.4	83.4
L78	99.1	105.9	176.9	83.2
L79	98.3	105.1	169.8	79.1
L80.1	133	101.6	169.3	78.5
L80.2	158.8	99.8	96	84.5
L81	99.1	105.6	181.7	80.4
L82	151.6	103	96.1	79.9
L83	100.3	106.4	173.3	80.2
L84.1	130.9	106.8	164.2	78.3
L84.2	153	103.6	100.8	84.6
L85.1	158	107.2	96.7	83.5
L85.2	142.2	109.4	179.2	79.8
L86	160	108.7	99.2	87.1
L87	159.2	104.6	96.4	83.1
L88.1	162	107.8	100.9	84
L88.2	149.5	109.1	180.8	81.3
L89.1	162.7	111.3	98.7	84
L89.2	148.2	108.4	175.4	80.1
L90.1	118.1	101.3	164.4	79
L90.2	149.7	103.6	146.9	80.1
L91	159.8	105.3	98.5	87.7
L92	162.3	108.2	99.2	86.3
L93.1	161	105.2	96.3	82.9
L93.2	139.1	107.7	179	79.9
L94	99	109.7	180	80.5
L95	163.1	106.6	100	84.5
L96	97	101.1	164.6	76.7
L97	164.5	109.6	99.2	85.6
L98	152.6	102	96.8	84
L99	160	109	98.2	85.6
L100	102	110.5	179.3	79.3
L101	151.9	101.9	97.3	82.1
L102	165.7	108.1	100.5	86.2
L103	99.3	99.6	166	78.9
L104	98.1	110.5	176.7	79.5
L105	152.5	101.2	96.6	79.9
L106	99	103.8	172.8	80.9
L107.1	133.1	101	162.7	78
L107.2	154.6	103.2	98.3	83.3
L108	105.1	96.6	127.1	83.9
L109.1	137.8	99.4	164.4	77.1
L109.2	156.3	103.8	101.4	83.2
L110	143.5	99.9	152.6	84.4
L111.1	143.5	102.4	164.9	79.5
L111.2	155.1	103.8	98.3	84.6
L112.1	146.9	104.5	167.8	78.2
L112.2	154.8	103.5	129.9	84.3
L113	152.9	106.3	175.7	81.2
L114.1	161.9	108.1	161.6	86.8
L114.2	151.4	110.7	179.7	82.9
L115.1	124.2	101.9	167	77.3
L115.2	154	104.1	151.8	85
L115.3	121.8	94.2	146.7	71.8
L116.2	165	108.9	134	87.7
L117.1	164	108.5	101.6	88.7
L117.2	149.1	108.5	176.8	82
L118	73.5	66.6	82.1	71.9
L119	78.9	74.9	77.5	72.1
L120	96.9	91.9	133.9	84.6
L121	101.4	108	179.5	80.6
L122.1	145.8	106.9	172.9	81.5
L122.2	162.8	107.9	102	84.8
L122.3	157.5	107.8	179.1	80.1
L123	101.9	105.6	179.4	80.5
L124.1	161.7	107.4	100.8	88.5
L124.2	147.4	106.7	178.1	80
L125	154.4	100.8	97.1	84.9
L126.1	141.8	101.9	167.3	80.1
L126.2	151.8	101.4	97.2	82.8
L127.1	152.7	104.8	123.3	83.9
L127.2	99.3	97.4	143.6	79.4
L128	106.1	98.8	140.9	81.8
L129	105.5	96.8	141.5	81.3
L130	106.9	94.8	104.5	100.7
L131.1	167	112.8	100.4	87.7
L131.2	145.2	108.2	176.2	82.3
L132.1	98.9	104.3	165.6	76.8
L132.2	154	104	147.6	85.3
L133	154.7	104.3	99.3	84.7
L134.1	140	106.3	170.1	77.9
L134.2	154.1	103.5	97.7	83.2
L135	149.9	97.4	91.7	80.3
L136	149.6	99.6	91.1	79.3
L137	156	103.2	95.9	81.9
L138.1	166.6	108.6	101.3	88.3
L138.2	145.1	109.3	178.4	81.3
L139.1	141.2	104	175.7	84.7
L139.2	153.3	102.5	98.6	83.9
L140.1	140.7	97.4	172.2	76.4
L140.2	149.6	102.8	96.9	80.9
L141.1	156.3	103.4	103.3	83.6
L141.2	136.2	100.8	162.2	77.3
L142	163	108.2	101.1	85.5
L143.1	162	107.7	99.5	84.6
L143.2	152.2	107.9	174.1	80
L144.1	159.3	110.3	101	88.5
L144.2	152.8	108.2	182.3	82.6
L145	156.4	104.9	95.8	86.4
L146	72.9	56.7	66.5	62.3
L147.1	104.9	103.3	152.4	76.1
L147.2	166.3	108	147.1	89
L148	154.1	103.1	98.3	80.9
L149	155.3	102.9	99.4	83
L150.2	109.2	103	153.6	77.8
L150.3	162	107.7	139.8	89.6
L150.4	146.1	106.9	176.8	81.4
L151.1	97.8	101.3	167.4	78.2
L151.2	154.8	102.6	146.7	82.4
L152	156	102.5	96.1	83.1
L153.1	162.2	109.3	99	86.4
L153.2	151.3	107.6	177.3	80.7
L154.1	148.5	106.9	169.6	80
L154.2	156.5	107.9	156.9	84.6
L155	154.9	100.6	143.2	83.4
L156.1	161.5	106.4	95.6	89.6
L156.2	145.5	109.4	177.2	84.3
L157.1	161.4	112.3	101.4	83.9
L157.2	148.8	106.8	177.7	81
L158	95.7	100.4	166.7	78.9
L159	96.3	102.2	165.6	77.3
L160.1	140	100.6	168.9	78.6
L160.2	153.4	103.9	100.5	81.5
L161.1	98.2	100.8	169.8	75.9
L161.2	155.8	98.2	144.4	88.1
L162	97	102.7	164.7	77
L163	151	97.3	95.7	82.3
L164	141.1	100.7	86.1	82.2
L165	140.2	91.2	85.7	78.6
L166	142	101.2	85	83.6
L167	147.9	104.5	89.5	85.1
L168	102	151.6	102.3	65
L169	109.3	158.8	104.1	66.6
L170	102.9	156.1	103.9	63.5
L171	142.9	103.2	92.2	82.4
L172	143.6	101.2	90.8	118.6
L173	149	107.7	125.9	85.2
L174	153.1	108.4	89	83.6
L175	147.3	101.2	89.9	85.2
L176	143.5	98.8	122.9	84.4
L177.1	151	105.1	89.1	83.1
L177.2	135.5	152.8	106.1	84.1
L178.1	96.9	152.7	101.6	62.3
L178.2	144.7	130.6	92.8	82.7
L179	141.6	99.3	86.3	82.7
L180	145.1	102.1	126.4	86.4
L181.1	147.8	99.9	92	82.3
L181.2	133.2	155.9	108.2	77.2
L182	106.6	155.7	109.9	64.6
L183	142.7	99.6	134.4	79.2
L184	146.5	103.1	88.8	83.4
L185	147.2	100.1	120.1	82.1
L186	98.2	140.8	101.4	61.9
L187	93.7	135.7	95.6	60.1
L188	98.3	141.1	100.7	61.3
L189	141.4	97.6	102.9	81.8
L190	99.1	145	101.6	62.3
L191	99.4	142.8	101.6	63.2
L192.1	129.1	142.4	100.8	78.6
L192.2	143	100.9	87.3	81.2
L193	141.9	102	88.1	82.7
L194.1	132.9	141	98.1	74.5
L194.2	145.2	99	115.8	83.5
L195	87.5	91.5	126.1	74
L196.1	145.6	96.7	88.7	118.1
L196.2	136.7	159.9	107.8	79.5
L197	152.4	103.6	93.6	87.4
L198	149.8	108.6	92.4	84.4
L199	101.9	146.9	102.4	63.5
L200	97.3	101.5	136.9	78.6
L201.1	145.5	97.2	87	80.7
L201.2	134.2	146.4	99.7	76.8
L202	99	144.2	102.8	66.9
L203	99.3	143.7	101.1	63
L204	100	159.4	105.2	67.6
L205	106.8	154	107.1	64.4
L206	105.9	153.5	103	65.8
L207	107.4	152.2	104.6	65.2
L208.1	149.2	102.3	87.4	82.8
L208.2	139.8	157.2	107.5	78.8
L209	145.1	137	97	119.4
L210	144.8	104.9	86.8	82.7
L211	106.6	156.7	107.6	67.1
L212	107.5	156	110	66.3
L213	109.2	161.8	107	65
L214	104.9	156.1	107.7	66.3
L215	106.8	153.7	104.3	65.5
L216	105.2	155.7	104.5	64.7
L217	105.7	155.3	107.8	65.4
L218	107.2	155.4	106.5	64
L219	105.7	156.9	106.4	64.4
L220	107.5	156.2	107.1	67.5
L221	104.3	157	103.2	63.7
L222	106.8	156.9	106	66.6
L223	100.3	142.1	99.4	64.1
L224	98.9	139.4	95.4	61.2
L225	97.9	139.9	97.5	61.7
L226	94.2	138.3	97.6	60.8
L227.1	130.7	142.5	101.8	75.5
L227.2	141.6	98.3	85.1	82.4
L228	95.9	141.6	101.9	63.2
L229	97.9	142	101.1	62.7
L230	105.4	153.1	102.8	64.4
L231.2	113.5	148.5	105.5	76.6
L232	136.2	140.3	100.3	80.2
L233	99.1	143.8	103.1	62.4
L234	95	133.8	98.1	59.9
L235	104.9	159.2	108.4	65.1
L236	137.6	149.4	104.3	117.4
L237	98.2	137.3	95.8	58.9
L238	103.2	155.1	103.6	63.4
L239	106.2	150.8	104	61.7
L240	100.8	156.4	105	62.8
L241	99.9	142.7	102.3	62.7
L242	95.8	137.4	99.6	62
L243	99.9	146.3	103.2	63.1
L244	104.7	159.1	104.9	65.8
L245	107.1	158.5	104.5	66.2
L246	107.8	159.5	108.7	69
L247	107.6	152.6	106.7	64.1
L248.1	138.9	97.2	88.2	115.1
L248.2	138.9	150.5	107.5	79.4
L249.1	123.4	142.1	99.9	77.3
L249.2	145.1	99.8	88.7	84.1
L250	144.7	97.4	86.5	84.3
L251	106	157.6	107.2	67.2
L252	146	102.6	85.1	82.4
L253	100.1	144	102.9	66.4
L254	107.4	157.4	106.8	66.5
L255.1	141.6	93.6	88.2	121.8
L255.2	138.7	148.1	104.7	80.7
L256.1	155.1	106.1	95.1	88.5
L256.2	141.6	156	106.3	79.7
L257	101.9	152.1	106.9	63.6
L258	109.7	158.8	108.1	65.7
L259	149.4	106.2	90.1	84.9
L260	147	103.2	90.3	85
L261	98.6	141.9	102.9	62.6
L262	107.1	160.5	107.5	67.4
L263	105.5	157.1	105.2	64.6
L264	98.7	142.4	99.9	61.6
L265	96.4	140.1	96.3	64.9
L266.2	136.5	151.4	104.9	81.1
L267	141.9	159.5	104.9	120.3
L268	98.7	142.4	100.3	62.3
L269	99.9	143.5	101.8	64.7
L270	99.9	143.2	102.3	62
L271	148.3	101.4	90.3	83.3
L272	106.9	155.1	107.1	66.2
L273.1	153.9	137.9	95.9	83
L273.2	123.9	158.1	103.9	64
L274	98.3	143.3	99.6	66.7
L275	99.2	142.2	101.9	62.1
L276	141.7	99.5	89.1	82.1
L277	142.5	100.1	90.5	84.1
L278	137.9	95.7	88	80.5
L279	162.1	105.9	99.1	86.7
L280	105.6	76.3	97.6	121.7
L281.1	80.1	66.6	75	125.9
L281.2	148.4	99.8	96.4	120.3
L282.2	156.2	107.4	142.9	83.9
L283	136.6	94.6	99.2	84
L284	143.4	95.6	87.1	82.8
L285	141.9	91.2	81.1	76.6
L286	147.9	97.5	90.2	81.6
L287	139.3	93.1	78.1	76.8
L288	133.5	91.5	77.7	74.1
L289	144.9	93	81.5	76.7
L290	141.4	90.4	79.6	76.5
L291	140.2	90.2	77.3	75.1
L292	149.5	96.4	79.5	78.5
L293	106.2	104.9	152.4	80.5
L294.2	163	106.6	97.5	90.2
L295	160	106.6	97	130.7
L296	154.5	106.3	96.9	88.6
L297	91.4	99.9	160.2	74.6
L298	154.7	104.9	162.9	81.4
L299	160.9	105.7	98.8	89.3
L300	150.6	97.8	93.2	82.5
L301	151.4	102.9	95.3	87.9
L302	164.9	105.8	96.2	86
L303	141.3	93.3	78.6	77.5
L304	143.1	95.8	81.6	78.3
L305	147.2	94.7	81.3	79.7
L306	143.2	97	80.6	79.2
L307	141.4	91.5	80	78.6
L308	152.4	98.1	92.3	83.3
L309	155	99.7	93	83.2
L310	160.1	109.2	99.3	86.6
L311.1	79.8	63.9	75.6	124.3
L311.2	150.3	98.7	93.6	127
L312.2	157.8	102.7	152.6	85
L313	158.1	105.1	94.8	87
L314	143.5	91.6	81.6	77.2
L315	145.7	94.8	81.5	80.4
L316	161.1	106.9	94.5	128.1
L317	160.2	106.4	100.3	93
L318	139.5	96.8	80.3	75.9
L319	138.1	90.5	77.1	75.9
L320	139.9	90.4	81.5	76.1
L321	140.1	91.9	79.5	77.9
L322	138.3	89.9	79.6	80
L323	140.4	91.9	81.3	77.4
L324	138.4	92.2	81.6	76.2
L325.1	147.2	92.5	88.6	128.4
L325.2	153.7	100.3	96.8	120.4
L326	158.9	108.2	96.3	87.2
L327	149.7	98.8	93	84.2
L328	148.5	94.5	81	77.8
L329	157.6	105.3	95.1	86.7
L330	145.5	94.9	78.5	77.9
L331	143.3	93.9	81.3	78.2
L332	141.2	87.8	80.3	77.5
L333	142.9	96.6	84.4	76.4
L334	143.9	89.9	81.9	76.6
L335	145.8	91.5	82	77.3
L336	149	94.9	82.4	79.6
L337.1	81.7	63.5	74.9	128
L337.2	150.4	100.7	94.2	118.3
L338	149.9	94.7	84.7	80.4
L339	161.5	106.6	96.9	86.9
L340	140.5	92.5	89.1	77.4
L341	134.4	94.7	87.6	77.7
L342	140.6	90.7	79.2	76.4
L343	154.9	98.9	94.4	83.4
L344	155	104.1	97.1	86.8
L345	146.6	97.6	81.8	79.1
L346	142.4	92.6	81.2	78.5
L347	141.2	89	81.5	79.8
L348	144.3	91.9	81.1	77.3
L349	138	89.7	78.6	75.3
L350	138.4	90	79.4	77.4
L351	144.5	90.8	81.5	76.9
L352	162.5	105.9	95.4	87.8
L353	158.6	103.5	93.9	85.6
L354	147.5	94.4	82.9	80.8
L355	163	105.2	97.1	87.9
L356	151	99	94.8	85.1
L357	161.5	104.6	96.6	127.4
L358	141.8	92.7	81.6	78.8
L359	147.6	95.4	80.9	78.3
L360	136.5	89	79.5	75.3
L361	151.1	100.7	99.5	83.3
L362	141.3	91.5	82.3	77.4
L363	137.5	91.1	79.7	78.1
L364	147.2	93.7	84.2	78.9
L365	158.2	103.9	97.1	84.5
L366	164.1	109.4	96.6	129.2
L367	151.3	99	95.2	82.9
L368	141.4	97.4	79.7	80.1
L369	141.2	96.3	79.1	79.9
L370	143.5	91	77.7	76.4
L371	136.4	92.9	78.3	77
L372	146.3	97.3	83.1	80.3
L373	163.4	109.2	100.6	87.1
L374	160.2	108.3	97.5	82.7
L375.1	158.7	107.4	99.1	83.3
L375.2	151.4	105.8	174.6	78.2
L376	80.4	59.5	75.9	124.5
L377	146.5	96	84.5	79.3
L378	142.6	91.5	81	75.7
L379	151.3	101.6	94.7	83.7
L380	150.3	99.3	93.4	130.6
L381	146.8	93.8	81.7	80.7
L382	146.7	97.1	81.1	76.5
L383	138.7	93.3	80.6	78.3
L384	129.5	90.1	75.6	73.6
L385	144.6	92.8	81.6	77.5
L386	146.7	93.7	80.4	79
L387	138.8	92.1	80	79.3
L388	152.9	100.7	92.3	84.6
L389	151.9	99.9	91.1	82.5
L390	152.9	98.5	93.9	83.8
L391	150.1	98.6	92.9	84.4
L392	165.7	105.7	95.8	88.4
L393	143	95.2	82.5	77.4
L394	151.6	94.4	81	79.3
L395	140.3	93.7	81	78.9
L396	139.6	91.2	78.9	77
L397	142.5	93.1	79.1	76.2
L398	156.8	106.9	98.7	86
L399	148.4	97.2	82.7	81.1
L400	143.8	94.1	80.8	79.7
L401	161.5	107.6	96.7	87.4
L402	151.6	103.9	99.9	81.2
L403	139.9	90.1	79.6	75.7
L404.1	79.6	62.4	74	121.8
L404.2	147.5	95.6	90.4	119.5
L405	151.5	100.1	92.9	82.8
L406	140	90.9	80.8	81.2
L407	156.4	104.8	97.8	130.3
L408	143.8	92.8	76.9	78.9
L409	143.5	92.6	80	80.3
L410.1	103.6	103	127.2	84.7
L410.2	159.9	105.4	130.4	86.6
L411	144.2	90.6	79.8	76.8
L412	153.3	101	93.8	82.4
L413	149	99.5	94.2	83.6
L414	148.3	94.1	84.5	77.5
L415	168.4	115.2	97.1	86.9
L416	151.4	94.6	83.9	79.3
L417	160.5	105.6	96.9	86.1
L418	159.8	104.5	95.8	89.1
L419	157.6	102.2	92.9	80.9
L420	155.7	103.7	97.8	133.6
L421	163.4	108.5	97.9	88.8
L422	140	92	80.3	77.6
L423	146.4	96.1	82	78.5
L424	149.7	100.3	94.6	84.1
L425	146.6	93.7	80.8	79.8
L426	147.3	95.2	79.4	77.4
L427	147.9	94.1	81.5	79.3
L428	146.3	95.1	83.4	79.4
L429	141.5	93.9	80.1	79.5
L430	136.7	91.2	73.9	72.5
L431	139.3	89.4	79.1	76
L432	148.6	96.7	82.5	80.6
L433	162.1	108.8	99.8	86.7
L434	140.7	90.3	81.5	75.9
L435	148.9	95.4	83.3	81.1
L436	139.1	91	79.7	78.4
L437	145.1	91	79.9	76.6
L438	142.6	90.4	82.4	75.7
L439	145.2	99.1	82.9	79.9
L440	156.3	102.8	96.7	86
L441	158.9	107.3	94.7	84.6
L442	151.4	103.7	98.4	82.2
L443	152.9	97.6	93.4	83.7
L444	140.9	89.7	80.7	78.9
L445	142.9	91.9	80.5	76.7
L446	159.8	104.4	95.4	86.1
L447	145.4	96.1	82.6	78.9
L448	142.6	90.3	79.7	77.6
L449	161.3	105.9	97.4	85.5
L450	151.6	98	94	82.8
L451	150.8	96.9	83.5	79
L452	157.9	102.8	95	88.5
L453	141.2	91.1	82.2	77
L454	139.8	86.5	79.8	76.2
L455	160.1	106.9	96.5	87.2
L456	140.7	92.8	81.9	77.1
L457	144.7	95.4	81.5	77.8
L458	149.4	95.3	84.3	78.3
L459	139.7	90.5	79.9	75
L460	142.3	90.9	83.6	76.7
L461	143.4	90.2	81.1	76.3
